,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19
2012-01-03,"['A', 'PEGA', 'ABMD', 'ACN', 'ADBE', 'ADI', 'PKG', 'PKI', 'ADSK', 'AFL', 'PODD', 'PTC', 'AMAT', 'AMD', 'QCOM', 'RCL', 'AMP', 'RHI', 'APH', 'ARW', 'ATVI', 'AVGO', 'AVT', 'SAM', 'AXON', 'SCHW', 'AZPN', 'AZTA', 'SEE', 'SEIC', 'SF', 'SGEN', 'BDX', 'SLM', 'BKNG', 'SNPS', 'SNX', 'BR', 'BSX', 'SSNC', 'ST', 'BYD', 'SWKS', 'TDC', 'TDY', 'CDNS', 'CE', 'TER', 'THC', 'CHE', 'TMO', 'CIEN', 'TMUS', 'TRIP', 'CME', 'TRMB', 'TSLA', 'TTWO', 'COLM', 'COO', 'TXN', 'TYL', 'CPRI', 'UHS', 'CRM', 'CRUS', 'CSCO', 'USD', 'UTHR', 'CTSH', 'VMC', 'VMW', 'VSAT', 'WAT', 'DHR', 'WDC', 'DLB', 'WEX', 'DOX', 'WMT', 'WOLF', 'DXC', 'DXCM', 'EA', 'EBAY', 'WST', 'EHC', 'WU', 'EMR', 'ENTG', 'XRAY', 'ZBRA', 'EXPE', 'FDS', 'FFIV', 'FICO', 'FIS', 'FISV', 'FSLR', 'FTNT', 'GILD', 'GLW', 'GPK', 'GPN', 'H', 'HOLX', 'HPP', 'HSIC', 'IAC', 'IBKR', 'IBM', 'ICE', 'IDXX', 'INCY', 'INTC', 'INTU', 'JBL', 'JLL', 'JNPR', 'KLAC', 'LAMR', 'LAZ', 'LFUS', 'LHX', 'LRCX', 'LSCC', 'MAN', 'MASI', 'MCHP', 'MGM', 'MIDD', 'MKSI', 'MPC', 'MPWR', 'MRCY', 'MRVL', 'MSI', 'MTCH', 'MTN', 'MU', 'NATI', 'NCR', 'NDAQ', 'NFLX', 'NLOK', 'NTAP', 'NVDA', 'OLED', 'ON', 'ORCL', 'PAYX', 'PCAR']","['AA', 'PDCE', 'PFG', 'ACM', 'PH', 'ADM', 'PLUG', 'AGCO', 'AGO', 'PRI', 'PRU', 'ALGN', 'PXD', 'R', 'RGLD', 'APA', 'ROK', 'RRC', 'RRX', 'RS', 'RSG', 'SCCO', 'BAC', 'BAH', 'BBY', 'BG', 'SLB', 'BKR', 'BLK', 'SRPT', 'SSRM', 'C', 'STLD', 'CACI', 'CAT', 'SWN', 'SYK', 'CBRE', 'CCL', 'CF', 'CGNX', 'CHH', 'THO', 'TKR', 'CLF', 'CLR', 'TRGP', 'CMI', 'TT', 'COF', 'COHR', 'TXT', 'COP', 'UI', 'UNM', 'UNP', 'CSL', 'CSX', 'CTRA', 'VLO', 'CVX', 'CW', 'VMI', 'DAR', 'DE', 'DINO', 'WEN', 'DOV', 'WM', 'WMB', 'DVA', 'DVN', 'EMN', 'X', 'ENOV', 'XOM', 'EOG', 'EQT', 'ETN', 'EXPD', 'F', 'FCX', 'FLS', 'FLT', 'FMC', 'GE', 'GM', 'GME', 'GNTX', 'GOOG', 'GOOGL', 'GS', 'HAL', 'HCA', 'HES', 'HIG', 'HON', 'HPQ', 'HUBB', 'HUN', 'HXL', 'IEX', 'IFF', 'IPG', 'IPGP', 'ITW', 'IVZ', 'J', 'JEF', 'KBR', 'KKR', 'LDOS', 'LEA', 'LECO', 'LNC', 'MCO', 'MET', 'MLM', 'MMM', 'MOS', 'MRO', 'MS', 'MSCI', 'MTD', 'MTG', 'NEM', 'NEU', 'NOC', 'NOV', 'NSC', 'NUE', 'OSK', 'OVV', 'OXY']","['AAL', 'FDX', 'EXP', 'DAL', 'UAL', 'LUV', 'ASH', 'CPA', 'DHI', 'JBLU', 'LEN', 'MAS', 'AWI']","['AAP', 'AAPL', 'PENN', 'PHM', 'PII', 'AGNC', 'POOL', 'AIG', 'PPG', 'PRGO', 'ALB', 'PVH', 'AME', 'AMED', 'REGN', 'RL', 'RMD', 'APTV', 'ROP', 'ROST', 'RPM', 'RTX', 'SBAC', 'SBUX', 'AZO', 'SHW', 'BBWI', 'SIRI', 'BC', 'SIX', 'SJM', 'SKX', 'SMG', 'SNA', 'SON', 'SPGI', 'SPR', 'SRCL', 'BWA', 'BX', 'SWK', 'TDG', 'TGT', 'TJX', 'TNL', 'CLH', 'TPR', 'TPX', 'TREX', 'CMG', 'TSCO', 'UAA', 'UHAL', 'CR', 'CRI', 'ULTA', 'URI', 'V', 'VAC', 'VFC', 'VRSK', 'DCI', 'VRSN', 'DFS', 'DG', 'WAB', 'WBD', 'DISH', 'DKS', 'WCC', 'DLTR', 'DPZ', 'DRI', 'WHR', 'WLK', 'WPC', 'WSM', 'EFX', 'WTW', 'WWD', 'EL', 'WYNN', 'XPO', 'XYL', 'EQIX', 'YUM', 'FAST', 'FBHS', 'GPC', 'GPS', 'GRMN', 'GWW', 'HBI', 'HD', 'HOG', 'IP', 'ISRG', 'ITT', 'JAZZ', 'JBHT', 'JWN', 'KEX', 'KMI', 'KMX', 'KSS', 'LAD', 'LIN', 'LKQ', 'LMT', 'LNG', 'LOW', 'LPLA', 'LPX', 'LULU', 'LVS', 'LYB', 'M', 'MA', 'MAR', 'MAT', 'MCD', 'MHK', 'MNST', 'MSM', 'NDSN', 'NKE', 'NVR', 'NWL', 'OC', 'OMC', 'ORLY', 'PAG', 'PARA']","['PCG', 'PEAK', 'PEG', 'ABC', 'PEP', 'ABT', 'PFE', 'PG', 'ADP', 'PLD', 'AEE', 'AEP', 'AES', 'PM', 'PNFP', 'PNW', 'PPC', 'AIZ', 'AJG', 'PPL', 'AL', 'PSA', 'ALNY', 'PWR', 'QDEL', 'QGEN', 'AMGN', 'REG', 'RGA', 'RNR', 'ARE', 'ROL', 'ATO', 'AVB', 'RYN', 'AWK', 'AYI', 'SCI', 'SEB', 'SLG', 'BMY', 'SO', 'SPG', 'SRE', 'BXP', 'STE', 'STWD', 'CAG', 'STZ', 'SUI', 'CASY', 'SYY', 'T', 'TAP', 'TECH', 'TFX', 'CHRW', 'CHTR', 'CL', 'TPL', 'CLX', 'CMCSA', 'TROW', 'TRV', 'CMS', 'TSN', 'CNP', 'COST', 'CPB', 'UDR', 'CPRT', 'CPT', 'UGI', 'UPS', 'CUBE', 'CUZ', 'CVS', 'D', 'VNO', 'VTR', 'DEI', 'VTRS', 'VZ', 'WBA', 'WEC', 'DLR', 'WELL', 'DTE', 'DUK', 'WRB', 'WSO', 'ED', 'WTRG', 'EGP', 'EIX', 'ELS', 'WY', 'XEL', 'EPR', 'EQR', 'ZBH', 'ES', 'ESS', 'ETR', 'EVRG', 'EXAS', 'EXC', 'EXR', 'FAF', 'FLO', 'FNF', 'FR', 'FRT', 'G', 'GD', 'GIS', 'GNRC', 'HAS', 'HE', 'HHC', 'HII', 'HIW', 'HRL', 'HST', 'HSY', 'HZNP', 'IART', 'IDA', 'ILMN', 'INGR', 'IONS', 'IT', 'JKHY', 'JNJ', 'K', 'KDP', 'KIM', 'KMB', 'KMPR', 'KNX', 'KO', 'KR', 'KRC', 'L', 'LEG', 'LII', 'LLY', 'LNT', 'LOPE', 'LSI', 'MAA', 'MANH', 'MCK', 'MDLZ', 'MDU', 'MKC', 'MO', 'MOH', 'MPW', 'MRK', 'MSA', 'MTZ', 'NBIX', 'NEE', 'NFG', 'NI', 'NLSN', 'NLY', 'NNN', 'NRG', 'NVAX', 'NXST', 'NYT', 'O', 'ODFL', 'OGE', 'OHI', 'OKE']","['ACGL', 'ACHC', 'PGR', 'PNC', 'AFG', 'PNR', 'ALK', 'ALL', 'AMG', 'RE', 'RF', 'AON', 'RJF', 'AVY', 'SBNY', 'AXS', 'SIVB', 'BEN', 'SNV', 'BOH', 'BPOP', 'BRO', 'BWXT', 'STT', 'CB', 'CBOE', 'CBSH', 'TFC', 'CFR', 'TFSL', 'CHD', 'THG', 'CINF', 'TOL', 'CMA', 'CNA', 'TTEK', 'UMPQ', 'USB', 'WAL', 'DIS', 'WBS', 'WFC', 'WTFC', 'WTM', 'WWE', 'Y', 'ERIE', 'ZG', 'ZION', 'EVR', 'EWBC', 'FCNCA', 'FHN', 'FITB', 'FNB', 'FRC', 'GL', 'HBAN', 'HEI', 'ICUI', 'JCI', 'JPM', 'KEY', 'LUMN', 'LYV', 'MDT', 'MKL', 'MKTX', 'MMC', 'MSFT', 'MTB', 'NTRS', 'NYCB', 'OLN', 'ORI', 'OZK', 'PACW', 'PB']","['BALL', 'RGEN', 'GGG', 'LSTR', 'DD', 'HRB', 'CCK', 'MORN', 'SLGN', 'ATR', 'AKAM', 'SPB']","['CI', 'CRL', 'UNH', 'CTAS', 'AMT', 'APO', 'VRTX', 'HUM', 'BA', 'ECL', 'IRM', 'ELV', 'BRKR', 'EW', 'CAH', 'CAR', 'CCI', 'FCN', 'LH']",['AMZN'],['AN'],['ANSS'],['AOS'],['APD'],['AXP'],"['BAX', 'BIO']","['EEFT', 'BIIB', 'DGX', 'BMRN', 'CHDN']","['BOKF', 'BK']","['BLDR', 'CACC', 'CSGP', 'EXEL']",['CNC'],['DECK']
2012-02-03,"['A', 'AA', 'PCAR', 'AAP', 'AAPL', 'PEGA', 'ACN', 'ADBE', 'ADI', 'PH', 'PII', 'ADSK', 'PKI', 'AGCO', 'AKAM', 'PPG', 'ALB', 'PRGO', 'PRU', 'PTC', 'AMAT', 'AMD', 'AME', 'PVH', 'PXD', 'QCOM', 'QGEN', 'R', 'AMZN', 'RCL', 'ANSS', 'REGN', 'APD', 'APH', 'RGLD', 'APTV', 'RHI', 'ARW', 'RL', 'RMD', 'ROK', 'ATVI', 'ROP', 'AVGO', 'AVT', 'ROST', 'RPM', 'RS', 'AXON', 'RTX', 'SAM', 'SBUX', 'AZPN', 'AZTA', 'BA', 'SCCO', 'SEIC', 'BAX', 'BBWI', 'SIRI', 'BDX', 'BIIB', 'SKX', 'BKNG', 'SMG', 'SNA', 'BMRN', 'SNPS', 'SNX', 'SPGI', 'SPR', 'BWA', 'SSRM', 'ST', 'STLD', 'CAT', 'SWK', 'SWKS', 'TDC', 'CDNS', 'CE', 'CF', 'TDG', 'TDY', 'TER', 'CHE', 'CHH', 'CHTR', 'CIEN', 'TKR', 'TMO', 'CLF', 'CLH', 'TNL', 'TPR', 'TPX', 'CME', 'CMG', 'CMI', 'TRMB', 'TSCO', 'TSLA', 'TT', 'COLM', 'TTWO', 'TXN', 'TXT', 'TYL', 'UAA', 'CPRI', 'CR', 'CRL', 'CRM', 'CRUS', 'CSCO', 'ULTA', 'UNP', 'CTSH', 'USD', 'UTHR', 'V', 'VAC', 'CW', 'VFC', 'DAR', 'DCI', 'VMW', 'VRSN', 'DECK', 'WAB', 'DHR', 'DINO', 'WAT', 'DISH', 'DKS', 'WBA', 'WBD', 'DLTR', 'DOV', 'DOX', 'DPZ', 'DRI', 'WCC', 'WDC', 'DVA', 'WEN', 'DXC', 'WEX', 'EA', 'EBAY', 'WHR', 'WLK', 'EEFT', 'WM', 'WOLF', 'WSM', 'EL', 'WWD', 'EMN', 'EMR', 'ENOV', 'ENTG', 'WYNN', 'XPO', 'EQIX', 'XRAY', 'XYL', 'YUM', 'ZBRA', 'ETN', 'EW', 'EXPD', 'EXPE', 'FAST', 'FCX', 'FDS', 'FFIV', 'FLS', 'FLT', 'FMC', 'FSLR', 'FTNT', 'G', 'GGG', 'GILD', 'GM', 'GME', 'GNTX', 'GOOG', 'GOOGL', 'GPC', 'GPK', 'GPN', 'GPS', 'GRMN', 'GWRE', 'GWW', 'H', 'HEI', 'HOG', 'HOLX', 'HON', 'HPQ', 'HSIC', 'HUN', 'HXL', 'IAC', 'IBKR', 'IBM', 'IDXX', 'IEX', 'IFF', 'ILMN', 'INGR', 'INTC', 'INTU', 'IP', 'IPGP', 'IRM', 'ISRG', 'ITW', 'J', 'JAZZ', 'JBL', 'JCI', 'JLL', 'JNPR', 'JWN', 'KBR', 'KEX', 'KLAC', 'KMI', 'KMX', 'KSS', 'LAD', 'LAMR', 'LAZ', 'LECO', 'LFUS', 'LHX', 'LIN', 'LKQ', 'LMT', 'LNG', 'LRCX', 'LSCC', 'LSTR', 'LULU', 'LVS', 'LYB', 'M', 'MA', 'MAN', 'MANH', 'MAR', 'MASI', 'MAT', 'MCHP', 'MCO', 'MGM', 'MIDD', 'MKSI', 'MKTX', 'MPWR', 'MRVL', 'MSFT', 'MSI', 'MSM', 'MTCH', 'MTD', 'MU', 'NATI', 'NCR', 'NDAQ', 'NDSN', 'NEM', 'NEU', 'NFLX', 'NKE', 'NLOK', 'NLSN', 'NOV', 'NTAP', 'NVDA', 'NWL', 'NXST', 'OLED', 'ON', 'ORCL', 'ORLY', 'OSK', 'PAG', 'PARA', 'PAYX']","['AAL', 'ACGL', 'ACHC', 'PFG', 'PGR', 'AFG', 'AFL', 'PNC', 'PNFP', 'PNR', 'PODD', 'POOL', 'PRI', 'ALK', 'ALL', 'AMED', 'AMG', 'AMP', 'RF', 'RGEN', 'APO', 'RJF', 'ASH', 'ATR', 'RRX', 'AXP', 'SBNY', 'SCHW', 'BAC', 'SF', 'BC', 'SIVB', 'BK', 'SLGN', 'BLK', 'SNV', 'BOH', 'BOKF', 'BPOP', 'SON', 'BSX', 'SSNC', 'C', 'STE', 'STT', 'SYK', 'CBSH', 'CCL', 'CFR', 'TFC', 'TFSL', 'TFX', 'THC', 'THG', 'CI', 'CMA', 'TROW', 'CNA', 'TRV', 'COF', 'TSN', 'TTEK', 'COO', 'UAL', 'UMPQ', 'UNH', 'UNM', 'CSL', 'CSX', 'USB', 'VMC', 'DAL', 'DD', 'VRTX', 'DG', 'WAL', 'WBS', 'DLB', 'WFC', 'DXCM', 'WPC', 'WRB', 'WST', 'WTFC', 'WTM', 'ELV', 'WWE', 'WY', 'Y', 'ZBH', 'ZG', 'ZION', 'EVR', 'EWBC', 'EXAS', 'F', 'FCN', 'FCNCA', 'FDX', 'FHN', 'FICO', 'FIS', 'FITB', 'FNB', 'FRC', 'GE', 'GL', 'GLW', 'GS', 'HBAN', 'HIG', 'HII', 'HRB', 'HUM', 'IART', 'ICE', 'ICUI', 'IVZ', 'JBLU', 'JPM', 'KEY', 'KMPR', 'L', 'LEA', 'LH', 'LNC', 'LPLA', 'LPX', 'LUV', 'MAS', 'MCK', 'MDT', 'MET', 'MKL', 'MLM', 'MORN', 'MS', 'MSA', 'MTB', 'NSC', 'NTRS', 'NYCB', 'ORI', 'OZK', 'PACW', 'PB']","['PCG', 'PEG', 'ABC', 'ABT', 'PEP', 'PFE', 'PG', 'ADM', 'ADP', 'AEE', 'AEP', 'AES', 'PM', 'PNW', 'PPC', 'AL', 'PPL', 'QDEL', 'AMGN', 'RGA', 'ATO', 'RSG', 'AWK', 'AYI', 'SJM', 'SO', 'SPB', 'SRCL', 'SRE', 'CACC', 'STZ', 'SYY', 'T', 'TAP', 'TGT', 'CHRW', 'THO', 'CMS', 'CNP', 'COST', 'CPB', 'CPRT', 'UGI', 'CRI', 'UPS', 'CTAS', 'CVS', 'D', 'VRSK', 'VTRS', 'VZ', 'WEC', 'DTE', 'DUK', 'WMT', 'ED', 'WTRG', 'EIX', 'WTW', 'XEL', 'ES', 'ETR', 'EVRG', 'EXC', 'FBHS', 'FLO', 'GD', 'GIS', 'HBI', 'HD', 'HE', 'HRL', 'HSY', 'HUBB', 'IDA', 'IT', 'ITT', 'JKHY', 'JNJ', 'K', 'KDP', 'KMB', 'KO', 'LII', 'LLY', 'LNT', 'LOW', 'LYV', 'MDLZ', 'MDU', 'MHK', 'MKC', 'MMM', 'MNST', 'MO', 'MRK', 'MTZ', 'NEE', 'NI', 'NOC', 'OGE', 'OKE', 'OLN', 'OMC']","['PEAK', 'ABMD', 'PENN', 'PHM', 'PKG', 'PLD', 'PLUG', 'AGNC', 'AIG', 'POST', 'ALGN', 'PSA', 'ALNY', 'PWR', 'AMT', 'REG', 'ARE', 'RNR', 'ROL', 'AVB', 'RYN', 'SBAC', 'SCI', 'SEB', 'SGEN', 'SHW', 'SIX', 'SLG', 'SPG', 'BX', 'BXP', 'SRPT', 'STWD', 'CAR', 'SUI', 'CCI', 'TJX', 'TOL', 'TPL', 'TREX', 'TRIP', 'UDR', 'CPT', 'UHAL', 'URI', 'CUBE', 'CUZ', 'VMI', 'VNO', 'DEI', 'VSAT', 'VTR', 'DHI', 'DIS', 'DLR', 'WELL', 'WSO', 'EGP', 'ELS', 'EPR', 'EQR', 'ESS', 'EXEL', 'EXP', 'EXR', 'FAF', 'FNF', 'FR', 'FRT', 'GNRC', 'HCA', 'HHC', 'HIW', 'HPP', 'HST', 'HZNP', 'IONS', 'JBHT', 'KIM', 'KNX', 'KRC', 'LEG', 'LEN', 'LOPE', 'LSI', 'MAA', 'MCD', 'MOH', 'MPW', 'MTN', 'NBIX', 'NLY', 'NNN', 'NVAX', 'NVR', 'NYT', 'O', 'OC', 'ODFL', 'OHI']","['PDCE', 'TMUS', 'CLR', 'ACM', 'CMCSA', 'TRGP', 'LUMN', 'COHR', 'COP', 'AGO', 'AIZ', 'UHS', 'UI', 'HAL', 'CTRA', 'HES', 'CVX', 'VLO', 'APA', 'DE', 'DFS', 'MOS', 'MPC', 'RRC', 'MRO', 'MSCI', 'MTG', 'BAH', 'DVN', 'SEE', 'WMB', 'IPG', 'EHC', 'NFG', 'SLB', 'BKR', 'SLM', 'WU', 'X', 'EOG', 'JEF', 'BR', 'NRG', 'EQT', 'NUE', 'XOM', 'CACI', 'KKR', 'SWN', 'CBRE', 'KR', 'OVV', 'OXY', 'LDOS', 'CGNX', 'FISV']","['CINF', 'CLX', 'CPA', 'AJG', 'HAS', 'RE', 'AON', 'MMC', 'AXS', 'BBY', 'ECL', 'BEN', 'EFX', 'BLDR', 'BRO', 'ERIE', 'BWXT', 'BYD', 'CAG', 'CAH', 'CB', 'CBOE', 'CCK', 'TECH', 'CHD']",['AN'],['AOS'],['AVY'],['AWI'],['AZO'],"['BALL', 'BIO']","['BG', 'CL']","['INCY', 'BMY', 'MRCY']",['BRKR'],['CASY'],['CHDN'],['CNC'],['CSGP'],['DGX']
2012-03-03,"['A', 'AA', 'PCAR', 'PEGA', 'ACM', 'ACN', 'ADBE', 'ADI', 'PH', 'ADSK', 'PKI', 'AGCO', 'PNR', 'AGO', 'PRU', 'PTC', 'PXD', 'QCOM', 'QGEN', 'R', 'RCL', 'APH', 'RGLD', 'ARW', 'ROK', 'ROP', 'AVGO', 'AVT', 'RRC', 'RS', 'RSG', 'RTX', 'SCCO', 'SEIC', 'SLB', 'SNA', 'SNPS', 'SNX', 'SPGI', 'SPR', 'SSRM', 'ST', 'STLD', 'CAT', 'SWK', 'SWKS', 'SWN', 'TAP', 'CDNS', 'TDC', 'TDY', 'CGNX', 'TER', 'THO', 'CIEN', 'TKR', 'TMO', 'TMUS', 'TPX', 'TRGP', 'CMI', 'TRMB', 'COHR', 'COLM', 'TT', 'TTWO', 'TXN', 'TXT', 'TYL', 'CR', 'CRL', 'CRM', 'CRUS', 'CSCO', 'CTSH', 'USD', 'CW', 'VLO', 'DAR', 'DCI', 'VMW', 'DECK', 'VSAT', 'DHR', 'WAT', 'WBA', 'WCC', 'WDC', 'DOV', 'DOX', 'DPZ', 'WEX', 'WHR', 'WM', 'DXC', 'WMB', 'EA', 'EBAY', 'WOLF', 'WWD', 'EMN', 'EMR', 'ENOV', 'ENTG', 'WYNN', 'EPAM', 'X', 'XRAY', 'XYL', 'ZBRA', 'ETN', 'EXPD', 'FCX', 'FDS', 'FFIV', 'FLS', 'FMC', 'FSLR', 'FTNT', 'GD', 'GGG', 'GM', 'GME', 'GNTX', 'GOOG', 'GOOGL', 'GRMN', 'GWW', 'H', 'HAL', 'HES', 'HOLX', 'HON', 'HPQ', 'HUBB', 'HUN', 'HXL', 'IBM', 'IEX', 'IFF', 'ILMN', 'INGR', 'INTC', 'INTU', 'IP', 'IPGP', 'ITT', 'ITW', 'J', 'JBL', 'JCI', 'JKHY', 'JLL', 'JNPR', 'KBR', 'KEX', 'KKR', 'KLAC', 'KMI', 'KMX', 'LAMR', 'LAZ', 'LDOS', 'LECO', 'LFUS', 'LHX', 'LMT', 'LRCX', 'LSCC', 'LVS', 'MAN', 'MANH', 'MASI', 'MCHP', 'MCO', 'MET', 'MGM', 'MIDD', 'MKSI', 'MKTX', 'MMM', 'MPWR', 'MRO', 'MRVL', 'MSCI', 'MSFT', 'MSI', 'MTD', 'MU', 'NATI', 'NCR', 'NDAQ', 'NDSN', 'NEM', 'NEU', 'NLOK', 'NLSN', 'NOC', 'NOV', 'NTAP', 'NUE', 'NVDA', 'NXST', 'OLED', 'OLN', 'ON', 'ORCL', 'OSK', 'OVV', 'OXY', 'PAYX']","['PB', 'AAL', 'ACGL', 'ACHC', 'PFG', 'PGR', 'AFG', 'AFL', 'PNC', 'PNFP', 'PODD', 'ALK', 'PRI', 'AMD', 'AMED', 'AMG', 'RE', 'RF', 'RGA', 'APO', 'RHI', 'RJF', 'RMD', 'ASH', 'RNR', 'ATR', 'RRX', 'AXP', 'SBNY', 'SCHW', 'BAC', 'SF', 'SIVB', 'BIO', 'BK', 'SLGN', 'BLK', 'BOH', 'BOKF', 'BPOP', 'SNV', 'SON', 'BRO', 'BSX', 'SSNC', 'C', 'STE', 'CAG', 'STT', 'CBSH', 'SYK', 'CFR', 'TFC', 'TFSL', 'CHE', 'TFX', 'THC', 'THG', 'CI', 'CMA', 'CNA', 'TROW', 'TRV', 'COF', 'TSN', 'COO', 'CPA', 'UAL', 'UHS', 'UI', 'UMPQ', 'UNH', 'CSL', 'CSX', 'UNM', 'USB', 'DAL', 'VMC', 'DD', 'VRTX', 'DGX', 'WAL', 'WBS', 'WEN', 'WFC', 'DXCM', 'WRB', 'WST', 'WTFC', 'EHC', 'WTM', 'WU', 'ELV', 'WWE', 'WY', 'Y', 'ZBH', 'ZION', 'EVR', 'EW', 'EWBC', 'F', 'FCN', 'FCNCA', 'FDX', 'FHN', 'FICO', 'FIS', 'FITB', 'FNB', 'FRC', 'GE', 'GL', 'GLW', 'GPK', 'GS', 'GWRE', 'HBAN', 'HCA', 'HIG', 'HII', 'HRB', 'HSIC', 'HUM', 'IART', 'IBKR', 'ICE', 'ICUI', 'IDXX', 'IPG', 'IVZ', 'JBLU', 'JEF', 'JPM', 'KEY', 'LEA', 'LH', 'LNC', 'LOPE', 'LPLA', 'LUV', 'MCK', 'MDT', 'MKL', 'MLM', 'MMC', 'MOH', 'MOS', 'MS', 'MSA', 'MTB', 'NSC', 'NTRS', 'NYCB', 'NYT', 'ORI', 'PACW']","['AAP', 'AAPL', 'PENN', 'PHM', 'PII', 'POOL', 'PPG', 'ALB', 'PVH', 'PWR', 'AN', 'REGN', 'RGEN', 'APTV', 'RL', 'ATVI', 'ROST', 'RPM', 'AXON', 'SAM', 'SBAC', 'AZO', 'AZPN', 'SBUX', 'BA', 'BBWI', 'BC', 'SHW', 'SIRI', 'SKX', 'SMG', 'BMRN', 'BRKR', 'BWA', 'SRCL', 'CAR', 'CASY', 'TDG', 'CF', 'TJX', 'CLH', 'TNL', 'TOL', 'TPL', 'TPR', 'CME', 'CMG', 'TREX', 'TRIP', 'TSCO', 'TSLA', 'TTEK', 'CPRI', 'UAA', 'CRI', 'UHAL', 'ULTA', 'UNP', 'URI', 'V', 'VAC', 'VFC', 'VMI', 'VRSK', 'VRSN', 'DFS', 'DG', 'DHI', 'WAB', 'DINO', 'DKS', 'WBD', 'DLTR', 'DRI', 'WLK', 'WSM', 'WSO', 'EL', 'XPO', 'EQIX', 'YUM', 'ZG', 'EXP', 'EXPE', 'FAST', 'FBHS', 'G', 'GILD', 'GPC', 'GPN', 'GPS', 'HAS', 'HD', 'HEI', 'HHC', 'HOG', 'IAC', 'IRM', 'ISRG', 'JAZZ', 'JBHT', 'JWN', 'KNX', 'KSS', 'LAD', 'LEN', 'LIN', 'LKQ', 'LNG', 'LOW', 'LPX', 'LSTR', 'LULU', 'LYB', 'M', 'MA', 'MAR', 'MAS', 'MAT', 'MCD', 'MHK', 'MNST', 'MPC', 'MSM', 'MTCH', 'MTN', 'NBIX', 'NFLX', 'NKE', 'NVR', 'NWL', 'OC', 'ODFL', 'OMC', 'ORLY', 'PAG', 'PARA']","['PCG', 'PEAK', 'ABC', 'ABMD', 'ABT', 'PEG', 'PEP', 'PFE', 'PG', 'ADM', 'ADP', 'PKG', 'AEE', 'AEP', 'AES', 'PLD', 'PLUG', 'PM', 'AGNC', 'PNW', 'AIG', 'AIZ', 'POST', 'PPC', 'AL', 'PPL', 'PRGO', 'PSA', 'QDEL', 'AMT', 'REG', 'ARE', 'ATO', 'ROL', 'AVB', 'AWK', 'RYN', 'SCI', 'SEB', 'BALL', 'SGEN', 'SIX', 'SLG', 'SLM', 'SO', 'SPB', 'SPG', 'BX', 'BXP', 'SRE', 'SRPT', 'STWD', 'STZ', 'SUI', 'CBOE', 'CCI', 'SYY', 'T', 'TECH', 'CHD', 'TGT', 'CHTR', 'CINF', 'CL', 'CLX', 'CMCSA', 'CMS', 'CNP', 'COP', 'COST', 'CPB', 'CPT', 'UDR', 'UGI', 'CSGP', 'CTAS', 'UPS', 'CUBE', 'CUZ', 'CVS', 'CVX', 'D', 'VNO', 'DEI', 'VTR', 'VTRS', 'VZ', 'DIS', 'DLR', 'WEC', 'WELL', 'DTE', 'DUK', 'DVA', 'WMT', 'WPC', 'ECL', 'ED', 'EFX', 'EGP', 'EIX', 'WTRG', 'ELS', 'XEL', 'XOM', 'EPR', 'EQR', 'ES', 'ESS', 'ETR', 'EVRG', 'EXAS', 'EXC', 'EXEL', 'EXR', 'FAF', 'FLO', 'FNF', 'FR', 'FRT', 'GIS', 'GNRC', 'HBI', 'HE', 'HIW', 'HPP', 'HRL', 'HST', 'HSY', 'HZNP', 'IDA', 'IONS', 'IT', 'JNJ', 'K', 'KDP', 'KIM', 'KMB', 'KMPR', 'KO', 'KR', 'KRC', 'L', 'LEG', 'LII', 'LLY', 'LNT', 'LSI', 'LUMN', 'LYV', 'MAA', 'MDLZ', 'MDU', 'MKC', 'MO', 'MORN', 'MPW', 'MRK', 'MTZ', 'NEE', 'NFG', 'NI', 'NLY', 'NNN', 'NRG', 'NVAX', 'O', 'OGE', 'OHI', 'OKE', 'OZK']","['ALL', 'AXS', 'BWXT', 'BYD', 'AON', 'CB', 'APD', 'CBRE', 'CCL', 'AJG', 'CHDN', 'CHH']","['AMP', 'BG', 'AKAM']",['ALGN'],['ALNY'],"['DLB', 'AMAT', 'AME']","['FISV', 'FLT', 'AMGN', 'UTHR', 'MRCY', 'DISH', 'MTG', 'BAH', 'INCY', 'BAX', 'SEE', 'BDX', 'BEN', 'EEFT', 'BIIB', 'SJM', 'WTW', 'BMY', 'BR', 'ERIE', 'CACI', 'CAH']","['AMZN', 'BKNG']",['ANSS'],"['CPRT', 'AWI', 'AOS']","['EQT', 'PDCE', 'CLR', 'CTRA', 'DVN', 'APA', 'DE', 'BKR', 'EOG']","['CE', 'AVY']","['CACC', 'AYI']",['AZTA'],"['BLDR', 'CLF', 'CHRW', 'BBY']",['CCK'],['CNC']
