Date,Mean_30D,Std_30D
2012-08-15,-0.0005238076870230895,0.005884931174016044
2012-08-16,-0.0003222358921077169,0.005700576418085828
2012-08-17,-0.0005715670403337164,0.005529518119080669
2012-08-20,-0.00019750272020865477,0.005377919454169437
2012-08-21,-0.0002653908120380195,0.005358100796273358
2012-08-22,-0.0004314315818449318,0.005251303435741999
2012-08-23,-0.00045662445938087425,0.005265715844157493
2012-08-24,-0.00021159848567608893,0.005253773592142706
2012-08-27,-0.0005091004711872499,0.005151256795360188
2012-08-28,-0.0005846509614925655,0.005161022486729302
2012-08-29,-0.00018670175566760626,0.004746335050597083
2012-08-30,-0.00018187453703216893,0.004748705594932748
2012-08-31,-0.0003501087437071756,0.004718618044071149
2012-09-04,-0.0006410950451549698,0.004397635746182167
2012-09-05,-0.00043093555551381645,0.004365340586312448
2012-09-06,-0.0003302255417220625,0.004399142882736759
2012-09-07,-0.0006598377250117562,0.0047285657337028135
2012-09-10,-0.00026952866023562463,0.0043823600078256916
2012-09-11,-0.0007264760481150452,0.0039031228264445406
2012-09-12,-0.0010021370914670225,0.0035651311906657163
2012-09-13,-0.0012133348989645909,0.0035216410970847884
2012-09-14,-0.0011634635069423453,0.0033887027402137193
2012-09-17,-0.0008654953309983323,0.0036706225364662704
2012-09-18,-0.0008047755523185378,0.003690554961783101
2012-09-19,-0.00045708036673693293,0.0037728714553447932
2012-09-20,-0.00024339685470062532,0.003873617941292373
2012-09-21,-2.291824994412386e-05,0.003928458997535659
2012-09-24,9.202921003614907e-05,0.004051890557970119
2012-09-25,0.00023848130305566598,0.004218055793307899
2012-09-26,0.000155008440972297,0.004191562729278788
2012-09-27,0.00018252685593103668,0.004155613195052001
2012-09-28,0.0003659376745781419,0.004153608903633295
2012-10-01,0.0005081005216573714,0.004197018980608886
2012-10-02,0.000517755569173442,0.0042034911565228825
2012-10-03,0.0006234457271475799,0.00423664950492587
2012-10-04,0.000645697176534212,0.0042375101907642055
2012-10-05,0.0007493481833607377,0.004164185414715699
2012-10-08,0.0005945847794456016,0.004160336927324346
2012-10-09,0.0007865740400530553,0.00411711727891465
2012-10-10,0.0008921819499611348,0.004074984673508843
2012-10-11,0.0007614516620255001,0.004147164525401256
2012-10-12,0.0006261209948962804,0.004166762746428722
2012-10-15,0.0005369151622244121,0.004252058640330864
2012-10-16,0.0005009581693680757,0.0042613064884407794
2012-10-17,0.00040412607763465395,0.00425988419399462
2012-10-18,0.00021184455610994112,0.004289678856292593
2012-10-19,0.000404871585344322,0.003937182109854485
2012-10-22,0.00040026824908331063,0.003935957518497926
2012-10-23,0.00035388622253966034,0.003987130152908568
2012-10-24,0.00018623667927285156,0.004130620887930258
2012-10-25,0.0002402270456365049,0.004090213843508885
2012-10-26,-3.878295775291927e-05,0.004959594188055705
2012-10-31,-0.00025161054189013025,0.004795466130801645
2012-11-01,-0.0006888885919645725,0.00523260087480903
2012-11-02,-0.0007367838913596205,0.0051809016581712795
2012-11-05,-0.0008900336843188488,0.005084778789885849
2012-11-06,-0.0010682289814498516,0.004996341671703373
2012-11-07,-0.0013342239519376438,0.004821911222236527
2012-11-08,-0.0016393331656195723,0.004565895015938099
2012-11-09,-0.001586326796861655,0.004597522266330189
2012-11-12,-0.001214119492862601,0.00478581583561911
2012-11-13,-0.0012811243510883613,0.004738890160930782
2012-11-14,-0.0011547566738743693,0.00492596245123307
2012-11-15,-0.001018368023884091,0.005109075768098691
2012-11-16,-0.001358521371423868,0.005141896633921004
2012-11-19,-0.0013281855674667975,0.005159718501134229
2012-11-20,-0.0013581838871838993,0.005158077543874811
2012-11-21,-0.0014447105899641427,0.005183107895644679
2012-11-23,-0.0015125446568864738,0.005140544407453569
2012-11-26,-0.0014343169991929596,0.005195205932204281
2012-11-27,-0.0013323913640799956,0.005186754488835906
2012-11-28,-0.001389656741980367,0.005202902795788919
2012-11-29,-0.0014703493422708607,0.005273462166452597
2012-11-30,-0.0013084010728100482,0.005359799001762126
2012-12-03,-0.001426262702651726,0.0053901962488109405
2012-12-04,-0.0013791751558272164,0.0053801782949649424
2012-12-05,-0.0012123193794821953,0.005371862145235892
2012-12-06,-0.001300293238950741,0.005350090075412219
2012-12-07,-0.0011257758308354192,0.005325980007308868
2012-12-10,-0.001070893703691651,0.005286591986962663
2012-12-11,-0.0009439090157534127,0.0053104303899317905
2012-12-12,-0.00041171381064869527,0.004269940726506428
2012-12-13,-0.0005864160952092016,0.004346415539890841
2012-12-14,-2.59064539426418e-05,0.003902009985159988
2012-12-17,-0.00015479330845645376,0.0038275361356807313
2012-12-18,-0.0003658042889827765,0.0039897647906468004
2012-12-19,-0.0005637463660208589,0.004177218098076424
2012-12-20,-0.0004431849501097369,0.004184159012643195
2012-12-21,-0.00030456914656828694,0.004190906656775653
2012-12-24,-0.0003882256431172036,0.004171939203091515
