Date,tracking,SP500
2012-07-03,0.9999999999999999,1.0
2012-07-05,0.9958779012157487,0.9953129769690259
2012-07-06,0.987379488137449,0.9859245385471819
2012-07-09,0.9854206943367928,0.9843087740445694
2012-07-10,0.9783342367144561,0.976310353295122
2012-07-11,0.975299596059076,0.9762957832517707
2012-07-12,0.9705137229186519,0.9714269012040897
2012-07-13,0.985800312895804,0.9874528827896871
2012-07-16,0.9814886346497829,0.985167607026741
2012-07-17,0.9855043029341607,0.9924673764291525
2012-07-18,0.997181459755413,0.9990975457295025
2012-07-19,0.9966207427288519,1.0018121935626705
2012-07-20,0.9871932741753151,0.9917322999737384
2012-07-23,0.9794185250609823,0.9828969013071461
2012-07-24,0.9741630340299091,0.9740105963305523
2012-07-25,0.9800754649183973,0.9737048919453603
2012-07-26,0.9932795492599572,0.9898109199276615
2012-07-27,1.01012156150643,1.0086970720964836
2012-07-30,0.9956632078576317,1.0082095086945846
2012-07-31,0.9920994707589049,1.0038572412937772
2012-08-01,0.9883493183859635,1.0009460755588233
2012-08-02,0.9872541649764591,0.9934353070530026
2012-08-03,1.0031479063571789,1.012350599308527
2012-08-06,1.004586414721131,1.0147086364465017
2012-08-07,1.0121092218870908,1.0198905079010503
2012-08-08,1.0129807795932764,1.0205236828947335
2012-08-09,1.0140186941714282,1.0209458587850078
2012-08-10,1.0167749128775951,1.0231801393962245
2012-08-13,1.012919370754755,1.0218992193655065
2012-08-14,1.0121294717499083,1.0217682666588013
2012-08-15,1.0143305972020944,1.0229327151844374
2012-08-16,1.024032289335255,1.0301960594784707
2012-08-17,1.0246856827349362,1.032124724546223
2012-08-20,1.024275022320866,1.0321028694811964
2012-08-21,1.0209095422873828,1.0284930523992064
2012-08-22,1.018835964398297,1.0287259065676426
2012-08-23,1.0133231716396505,1.0204217814330028
2012-08-24,1.0156814176658744,1.0270083294450272
2012-08-27,1.0167554506865857,1.026506107158049
2012-08-28,1.016859834350879,1.0256765031043076
2012-08-29,1.0164035243600558,1.0265425322664272
2012-08-30,1.0081113985413783,1.0185295414736284
2012-08-31,1.0140168960349063,1.023696842884826
2012-09-04,1.014016896034906,1.023696842884826
2012-09-05,1.0122380647206835,1.0226038813858525
2012-09-06,1.0284069414170427,1.0435013443822185
2012-09-07,1.0307723820474122,1.0477274977564237
2012-09-10,1.0259323399526314,1.04128624728176
2012-09-11,1.0287867634116774,1.0445506336728594
2012-09-12,1.031920877072339,1.0467365566708065
2012-09-13,1.0425685810509695,1.0638085654753304
2012-09-14,1.0483382463846287,1.0680201317982798
2012-09-17,1.0454037476229927,1.0646828990963357
2012-09-18,1.0432568272621288,1.0633203439854326
2012-09-19,1.040192491785442,1.0645809676284137
2012-09-20,1.0365052735434672,1.0640053127764153
2012-09-21,1.0355920077831802,1.0639251729399428
2012-09-24,1.029470078032274,1.0615497961665388
2012-09-25,1.0197496993738207,1.0504015532988342
2012-09-26,1.013384473411584,1.0443756780032238
2012-09-27,1.0228540543269111,1.0544528399488382
2012-09-28,1.018605316934856,1.049731260504542
2012-10-01,1.0192596824352762,1.052514629985937
2012-10-02,1.0191317428112858,1.0534327247607094
2012-10-03,1.0194230584816617,1.057250796481489
2012-10-04,1.0252921167178266,1.0648359741890874
2012-10-05,1.0271430778284745,1.0644935342663133
2012-10-08,1.024604588845355,1.0608138616415952
2012-10-09,1.0161865018103877,1.0503214134623617
2012-10-10,1.0051064568165513,1.0438219926735435
2012-10-11,1.0086749366736831,1.0440259445548217
2012-10-12,1.0048009832885367,1.0409292203077298
2012-10-15,1.013890945827856,1.0493377659023724
2012-10-16,1.023142742662943,1.060114394744791
2012-10-17,1.0274553797762627,1.0644789472150573
2012-10-18,1.025319782999507,1.061877649038057
2012-10-19,1.0145259955887043,1.0442809511154953
2012-10-22,1.0127370242265692,1.0447399985028816
2012-10-23,1.0018261363707113,1.029649871869592
2012-10-24,1.0012828912748204,1.0264730077860276
2012-10-25,1.0074628424854932,1.0295478514562355
2012-10-26,1.009976661721597,1.0287973298800361
2012-10-31,1.0084526877876743,1.028957698498416
2012-11-01,1.024222785177322,1.0402005793084141
2012-11-02,1.0092407112216666,1.0304440656541245
2012-11-05,1.0092407112216666,1.0304440656541245
2012-11-06,1.0188921790433818,1.0385363334124535
2012-11-07,1.0030983038697472,1.013917829589416
2012-11-08,0.9931756317476338,1.0015431220534332
2012-11-09,0.9932245185959817,1.0032444357691666
2012-11-12,0.9905834060266623,1.0033753470180948
2012-11-13,0.98694330531518,0.9993764743186281
2012-11-14,0.9733786297700678,0.9855330756997533
2012-11-15,0.9704046732581385,0.9839625844795593
2012-11-16,0.9768140120429177,0.988724913832098
2012-11-19,0.9888412286396452,1.0083630212255683
2012-11-20,0.9903331951947946,1.0090319555192446
2012-11-21,0.993500602430784,1.011373092417028
2012-11-23,1.0022688333958782,1.0245475567422266
2012-11-26,0.9963019163842267,1.0224681535889106
2012-11-27,0.9924346160804529,1.0171241345241848
2012-11-28,0.9988933366362875,1.0251146908986009
2012-11-29,1.0044873681699749,1.029491564282261
2012-11-30,1.006679546559459,1.029658864420722
2012-12-03,1.0047325912784681,1.0247729015971616
2012-12-04,1.0052058055370523,1.0230207321894718
2012-12-05,1.0087334341997134,1.0246420791016224
2012-12-06,1.0142984895650362,1.028030150977276
2012-12-07,1.0157199730048938,1.0310329443908293
2012-12-10,1.016106270474967,1.0313820114701748
2012-12-11,1.0226048651735034,1.0381364106411515
2012-12-12,1.0240804773175318,1.0386017446602231
2012-12-13,1.0201920593659153,1.0320363014546492
