Date,Mean_30D,Std_30D
2012-08-15,0.0002814942657546901,0.0036734076566655384
2012-08-16,0.0002189499324954703,0.0037042042785996525
2012-08-17,0.00029027451802837956,0.003702372210167005
2012-08-20,0.0002914094343163964,0.0037023949805839672
2012-08-21,0.0003157194367635564,0.003696407686210463
2012-08-22,0.00028797976939735903,0.0036779330944024086
2012-08-23,0.0002013458040268531,0.003717309141393023
2012-08-24,0.00031384454496840387,0.003784462815754942
2012-08-27,0.00019343094118694904,0.003784247548289291
2012-08-28,5.308213039973622e-05,0.0037429388918151316
2012-08-29,0.00026687642816420975,0.0036183101234186473
2012-08-30,0.000169524993360122,0.003573573057467362
2012-08-31,0.00016378304186650562,0.003575003823049782
2012-09-04,0.00019852279854981936,0.0035679374877709263
2012-09-05,0.0003448302390834624,0.003491667974101606
2012-09-06,0.0007030697143334552,0.003326969538733978
2012-09-07,0.0006604444523772099,0.003304335100259471
2012-09-10,0.000542204573771081,0.0033149761112759905
2012-09-11,8.947838850816859e-05,0.002143519023249294
2012-09-12,8.245211001823941e-05,0.002146676559378692
2012-09-13,0.00025010954812622284,0.002393570111801575
2012-09-14,0.0004119625868059665,0.0020689033356335947
2012-09-17,0.0003047281513025594,0.002018767939014888
2012-09-18,0.00030078144156070984,0.0020176924551196613
2012-09-19,0.0005172231765734914,0.0020692807174458793
2012-09-20,0.0006255661530537867,0.0021128897222745346
2012-09-21,0.0006727880598379154,0.0021001040352525337
2012-09-24,0.0008135312283341909,0.0021575277042222853
2012-09-25,0.0006929690071333338,0.0021584078125181454
2012-09-26,0.0006881784992847156,0.0021586614079218136
2012-09-27,0.0007326785632735232,0.002135584960217374
2012-09-28,0.0008032919757312353,0.002060641756838231
2012-10-01,0.0008290674053046469,0.002071006066431196
2012-10-02,0.0008496595465320105,0.002069454276079861
2012-10-03,0.000967812515750385,0.002107554477457781
2012-10-04,0.0009394306720039794,0.0020952564215144624
2012-10-05,0.0009579013172712825,0.0020644706426391963
2012-10-08,0.0007879776552765863,0.002005064025338308
2012-10-09,0.0007831682676633003,0.002011019656631469
2012-10-10,0.0009720797910150057,0.00211011694163941
2012-10-11,0.0008173621239297865,0.002251231608785545
2012-10-12,0.0008347672266893872,0.002249554162769877
2012-10-15,0.0008287684011310105,0.002254244925566734
2012-10-16,0.0008665649370875885,0.00224937059274637
2012-10-17,0.000840392443938534,0.002256083252324581
2012-10-18,0.0006821123670270123,0.0021636946640230235
2012-10-19,0.0004197311787747302,0.0024839999801577624
2012-10-22,0.0005418844165514038,0.002478463680616976
2012-10-23,0.0004062591426805019,0.002597689591590277
2012-10-24,0.000353043479214646,0.0026424260468630003
2012-10-25,5.055320281082681e-05,0.00249959086174472
2012-10-26,-4.568220174089686e-06,0.002554145187064439
2012-10-31,6.18449157987946e-05,0.002571331910312633
2012-11-01,-0.00011898450001404297,0.0027066291906731764
2012-11-02,-7.946386196194726e-05,0.002778458912638686
2012-11-05,-0.00017980264765589748,0.002716702264485454
